feature_id,title,package,capability_areas,spec_refs,volumes,stage,lane,milestone,owner,depends_on,status,rows,rows_implemented,rows_partial,rows_missing,delivered,remaining,paperwork_remaining,external_prerequisites,advanced_by,effort_lo,effort_hi,stage_effort_lo,stage_effort_hi,verify_stage,verify_effort_lo,verify_effort_hi,target_date,demo_scenes,evidence
F-P5-07,"Impact analysis: second-order effects, sensitivity and value of information",P5,twin-simulation,"V0 V00-T-062; V1 V01-T-016; V2 V02-T-081/-082/-167; V3 L8-C07/-C08, V03-T-348/-352; V5 AI-50-004/-005; V10 IR-17-003",V0:1 V1:1 V10:1 V2:3 V3:4 V5:2,B31,B,implementation,A1,F-P5-05; F-P5-06,partial,12,3,9,0,"sensitivity recorded per run, direct impacts (0033, L8-C08); material results include sensitivity and validation","cross-parameter sensitivity-analysis product (tornado/robustness), not a recorded field | engine-produced second-order, distributional and timing effects (not free arrays on options) | value-of-information and adversarial/sequencing sensitivity outputs | run comparison UI and model-structure challenge on request | approved mapping before any frequency-to-probability conversion",,,,2,3.5,2,3.5,,0,0,2027-01-15,the corridor closure run shows the second-order effect on Regensburg delivery dates and a tornado chart; VOI says one more week of transit data is worth waiting for,"apps/api/src/twin/simulations/simulation.service.ts:147-188 ; migrations/0033 (intervention runs against a control, comparisons); options bind run version and digest (0041); apps/web ; test/int/phase5-simulations.test.ts)"
F-P5-08,Twin and simulation state infrastructure across deployment profiles,P5,twin-simulation; infrastructure,V6 IA-36-001..006; V7 DP-39-006,V6:6 V7:1,B110,D,implementation,A3,F-P5-03; F-P5-06; F-P7D-23,externally-blocked,7,1,3,3,"twin definitions, versions, cutoffs, run snapshots persist in Postgres; state separation enforced (IA-36-003)","desired/observed-state reconciliation for twin identity, branch, snapshot, assumption lineage | solver checkpoint storage and scale-out execution | production admission gate: branch isolation, snapshot restore, deterministic replay, solver failover","per-profile conformance evidence (SaaS, Private Cloud, On-Premise)","SaaS, Private Cloud and On-Premise environments (cloud accounts / customer data centre)",,2,4,1.25,2.5,R1,0.75,1.5,2027-05-19,none (non-demonstrable: infrastructure profile certification),"migrations/0032_twin_registry.sql; 0033_simulation_runs.sql (immutable initial-state snapshot, branch, seeds, comparison ; migrations/0033_simulation_runs.sql (runs labelled synthetic; observed vs synthetic separated); test/int/phase5-twins.te ; docker-compose.yml (digest-pinned postgres/redis, loopback only, required env, local-dev profile per EXC-P0-004); apps/a"
F-P5-09,"Simulation validity, challenge, promotion and invalidation propagation",P5,twin-simulation,"V3 L8-I04/-I05, V03-T-156/-349/-353; V5 AI-28-005; V8 OBJ-29, FEX-13",V3:5 V5:1 V8:2,B31,B,implementation,A1,F-P5-06,partial,8,4,4,0,"B21 (0081): ChallengeSimulation decided by another person, promotion by a reviewer (OBJ-29) | B18 (0078): SimulationInvalidated notes citing packages and gates option citations (L8-I05)",diagnostic-only use of partial/invalid results with explicit labelling (FEX-13) | automatic identification of affected commitments and evaluation results on twin correction (AI-28-005),,,,0.25,0.75,0.25,0.75,,0,0,2027-01-15,a challenged corridor run is upheld and invalidated; L. Brandt's package shows the input invalidated and the option citing it is refused,"apps/api/src/twin/simulations/reproduce-worker.ts (the reproduction re-run); B21 (0081 §7–§8): simulation.challenges — o ; migrations/0041:222 (dop_simulated_cites_run); test/int/phase5-corrections.test.ts:372,388,397; B18 (0078): simulation.i ; migrations/0041:222 (dop_simulated_cites_run)"
F-P6-01,"Decision option analysis: constraints, obligations, trade-offs, VOI",P6,decision,"V0 C-024, C-026, V00-T-018/-064; V1 V01-T-017; V2 V02-T-083/-169; V3 L9-C01..-C05, DEC, ADR-0015, V03-T-160/-357..-360/-364; V4 ES-39-001; V5 AI-51-001/-002; V8 JRN-16",V0:4 V1:1 V2:2 V3:13 V4:1 V5:2 V8:1,B35,B,implementation,A1,F-P4-13; F-P5-07; F-P6-09,partial,24,8,16,0,"decision packages with objectives, options (incl. status quo/defer), citations, dissent, completeness gate at propose (0041-0047, L9-C01/-C03/-C04)","constraint and stakeholder-obligation objects evaluated against each option (L9-C02) | criteria engine with exposed weights and sensitivity; inspectable scoring (V03-T-160) | trade-off analysis and value of information as computed products, validated second-order effects | option generation (defer, stage, pilot, hedge, acquire information, exit) | assemble forecasts, scenarios, risks and prior decisions into the package automatically (V03-T-359)",,,,2.5,4,2.5,4,,0,0,2027-04-15,"L. Brandt's ""second source for bearings"" package scores three options against the delivery-reliability objective and the customs obligation; a weight change shows the ranking sensitivity","apps/api/src/executive/agents/agents.service.ts (decision agent drafts option cards only); apps/api/src/decision/package ; migrations/0041 decision.package_versions (objectives, constraints, second_order, risks, opportunities, reversibility, i ; test/int/phase6-decisions.test.ts: 'terms: objectives are OBJs, approvers are named humans or registered roles, conditio"
F-P6-02,Recommendation object and recommendation review,P6,decision; ux; agents,"V0 C-005, V00-T-006/-010/-063/-065; V3 L9-C06; V5 AI-37-003, AI-51-003, AI-64-001, AG-022; V8 ADR-014, PR-38-001..006, CAP-DS-09/-10, AT-38, OBJ-33, FEX-15, WS-15, HX-08",V0:5 V3:1 V5:4 V8:13,B35,B,implementation,A1,F-P6-01,partial,23,2,19,2,AI recommends but cannot decide (PR-38-003); incomplete packages refused (PR-38-005),"recommendation as a distinct explained object: what, for whom, by when, assumptions, what could make it wrong, missing evidence | separation of value judgments, policy constraints, analytical assumptions and model outputs | recommendation review service comparing AI and human recommendations (CAP-DS-10); ""accept for consideration"" (OBJ-33) | human-led incomplete-package mode instead of refusal only (FEX-15) | decision case workspace actions and recommendation rationale view (WS-15, HX-08)",AT-38 / PR-38-006 acceptance record,,,2,3,2,3,,0,0,2027-04-15,"the Decision Agent proposes ""dual-source via Morocco""; a reviewer accepts it for consideration beside the owner's own recommendation and both show what could make them wrong","apps/api/src/decision/packages/package.service.ts; apps/api/migrations/0041_decision_packages.sql; 0048_phase6_review_co ; apps/api/test/int/phase6-decisions.test.ts: the proposal is refused while the choice is missing ; migrations/0029 (fct_names_drivers, fct_names_assumptions, evidence_refs required); migrations/0033 (run schema requires"
F-P6-03,"Explanation product, contest and appeal cases",P6,intelligence; identity-policy; agents; decision,"V0 V00-T-027; V5 AI-04-001..004, AI-63-005, V05-T-005, V05-T-022, AI-C046, AI-C047, AI-64-002..004, AR-019, AG-040, AI-ADR-014; V10 V10-T-007/-008",V0:1 V10:2 V5:15,B35,B,implementation,A1,F-P6-02,partial,18,0,15,3,lineage and truth metadata on products; recorded agent refusals,"governed explanation object generated from preserved evidence and execution state for every material product (App. L) | separation of source evidence, deterministic transformation, model inference, agent judgment, human assessment | counter-evidence, competing hypotheses, likelihood vs impact, confidence vs evidence quality | faithfulness check of any natural-language rendering against the explanation items | contest/appeal cases with standing, scope, deadline, adjudication, notification and closure; appeal of a decided package | unified explanation surface on the decision page; Explainability Agent renders only",,"human-factors / faithfulness reviewers for audience-adaptation equivalence (AI-64-004, AR-019)",,2.5,4,2.5,4,,0,0,2027-04-15,"J. Weber contests the corridor forecast's source; a case opens with a deadline, is adjudicated and the explanation shows the contested source and outcome","apps/api/src/intelligence/review/review.service.ts; migrations/0041_decision_packages.sql: decision.dissent; apps/api/sr ; see C-005; migrations/0033 (limitations, sensitivity); migrations/0046 agent identity on outputs ; test/int/phase4-acceptance.test.ts: D1 (a forecast names distribution, horizon, drivers, assumptions and evidence); test"
F-P6-04,"Human gate completeness: conditions, defer/reject, override, delegation",P6,decision; identity-policy; ux,"V0 V00-T-024; V1 V01-T-007; V2 V02-T-085/-170; V3 L9-C07, L9-I03, V03-T-039/-164/-206/-230; V4 ES-39-007/-009, ES-42-002/-005, V04-T-035/-036; V5 AI-03-001/-003/-004; V8 ADR-003, PR-39-001..006, CAP-DS-11, AT-39, JRN-17, OBJ-32/-35, FEX-16, PER-01, HX-09/-12/-13",V0:1 V1:1 V2:2 V3:6 V4:6 V5:3 V8:16,B34,B,implementation,A1,F-P6-14,partial,35,4,28,3,"named authority, independent approvals, locked digest, SoD, committer != approver (0042, 0048-0050; L9-C07, L9-I03)","approval conditions evaluated at commitment and monitoring | defer, reject and request-for-information transitions with rationale and next review (OBJ-35) | override as a recorded object; emergency override, delegation, reassignment and expiry of authority | independent reviewer marks decision-ready (OBJ-32); gate deadlines/escalation and information package | consequence preview before commit; distinct review/acknowledge/approve/reject/defer actions (HX-12/-13) | reserved board decision class; policy revision and control decisions as versioned objects linked to replay",AT-39 / PR-39-006 acceptance record,,,2,3.5,2,3.5,,0,0,2026-12-09,"the approver sets ""only if customs pre-clearance holds""; at commitment the condition is evaluated and holds the commit; the owner defers with a next-review date","apps/api/src/decision/approvals/approval.service.ts; apps/api/migrations/0042_decision_approvals_and_commitment.sql; app ; migrations/0042_decision_approvals_and_commitment.sql:24,51,100,118,164,186,190,225; 0043:33,103,129; 0049:239,257; apps ; test/int/phase6-approvals.test.ts:141,154 (stale context blocks); phase6-review-corrections.test.ts:110,133"
F-P6-05,Commitment tracker and governed execution handoff,P6,decision; executive-os; learning-evaluation; memory-graph; governance-docs,"V2 V02-T-117; V3 L9-C08, CMT, V03-T-010/-362/-366/-372; V8 CAP-EO-08, OBJ-37, FEX-18",V2:1 V3:6 V8:3,B34,B,implementation,A1,F-P6-14,partial,10,3,4,3,"commitments bound to owners, conditions and breaches (0042/0045, L9-C08); CMT is the handoff record","cross-package commitment tracker with deadlines and exceptions (CAP-EO-08) | governed execution interface/gateway to external systems (separately governed commitment) | execution timeline linking commitments, resources, operational actions and deviations (V03-T-372) | partial-effect and compensation handling (FEX-18); closure with reviewer co-sign and deliverables | objective change re-tasks commitments and reassigns review owners (V02-T-117)",,a real external execution target (ERP/ticketing) for production; a synthetic endpoint suffices for the demo,,2,3.5,2,3.5,,0,0,2026-12-09,the dual-sourcing commitment issues a governed purchase-request handoff to a synthetic ERP; half the effect completes and the tracker shows the residual with a compensation owner,"apps/api/test/int/phase3-acceptance.test.ts: it REPORTS the objectives and commitments; it does not decide about them ; migrations/0043:33 (commit_package, C3 class, holds_role :129, committer != approver); apps/api/src/decision/clearance.t ; migrations/0043:33 (commit_package); migrations/0024:483 (CMT strategy object); test/int/phase6-approvals.test.ts:141,15"
F-P6-06,"Decision reopen, replay and outcome attribution",P6,decision; learning-evaluation; data-platform; memory-graph,"V2 V02-T-014; V3 L9-I05, V03-T-015/-166/-202/-232/-367/-369/-382; V4 ES-22-005, ES-39-008, ES-48-003; V0 V00-T-040; V10 V10-T-055, R-24",V0:1 V10:2 V2:1 V3:8 V4:3,B35,B,implementation,A1,F-P4-08,partial,15,5,8,2,"reopen with recorded cause (0078) incl. the policy cause (0083, B22); DecisionReopened (L9-I05); replay and prior dissent (0043, 0047)","a decision reopening its scenario (re-version the scenario tree, task its owner; V02-T-014) | outcome assessment distinguishing observed result, inferred contribution, counterfactual claim and changed conditions | baseline, replay horizon and evidence-standard fields on a package (R-24, V10-T-055) | decision metrics: completeness, evidence coverage, time-to-decision, reversibility, outcome linkage (ES-39-008) | replay identity/initiator/reason on event replay; missing/disputed evidence surfaced in decision completeness | hypotheses and lessons as governed memory objects (V00-T-040)",,,,1.5,2.5,1.5,2.5,,0,0,2027-04-15,the committed dual-sourcing decision is reopened when the corridor reopens; the corridor scenario is re-versioned and the outcome record separates observed savings from the inferred contribution,"migrations/0024 (OBJ, ASU), 0029 (scenarios, forecasts), 0033 (run contracts), 0041–0045 (dissent, approvals, commitment ; apps/api/test/int/phase6-approvals.test.ts: after commitment nothing reopens: no new version, no dissent, no revocation, ; migrations/0042:186 (stale-context approval block); migrations/0043:103 (post-commit revocation history); migrations/004"
F-P6-07,"Attention policy, priority queue, notification and escalation",P6,executive-os; prediction; ux; governance-docs,"V0 V00-T-069; V1 V01-T-028; V2 V02-T-092/-093/-218; V3 L10-C02/-C07, L10-I02/-I05, V03-T-169/-171/-176/-262/-263; V4 ES-40-001/-007, V04-T-037; V8 ADR-017, PR-44-001..006, CAP-EO-06, AT-44; V9 UX-44-001..006",V0:1 V1:1 V2:3 V3:9 V4:3 V8:8 V9:6,B24,B,implementation,A1,,partial,31,12,18,1,"B22 (0083, PR #60, branch-only): versioned attention policy (AttentionPolicyChanged, L10-I05), materiality engine, attention queue with acknowledge/suppress/close/escalate-due, the /decisions/attention page, policy cause for reopen | B23 (0084): MaterialChangeRaised@v1 routed (L10-I02) | B24 (0086): the timer host for escalation; the delivery port with receipts, bounded retries, in_app and the SYNTHETIC demo-mailbox; the further materiality dimensions, the enforced overload rule (C3/C4 never held), the transparent rank, the rebalance and the deprioritized view; suppression approval, item delegation, dispositions and the queue evaluation (precision/recall by class, rank stability, severe visibility, escalation latency); markers constraining the commitment and the run","notification transport beyond in_app and the synthetic demo-mailbox (a real provider — D6) | novelty as a dimension (no input exists) | opportunity and commitment item classes; a fairness measure | the Strategic Health Score | an `act` transition from the item; browser coverage of the B24 panels | markers on claims, twins and briefings; the remediation workflow on coverage loss",AT-44 / PR-44-006 acceptance record,notification delivery provider (email/SMS/Teams/push) for out-of-app channels,B23,1.5,3,1.5,3,,0,0,2026-10-06,"a Bab el-Mandeb closure raises MaterialChangeRaised; the queue ranks it first for the COO with the reasons, N. Eriksen snoozes a minor item with a reason, an unacknowledged item escalates by email after its window",apps/web/app/decisions/briefings/page.tsx (windows ordered by time left); e2e/phase6-decisions.demo.spec.ts: BRIEFINGS:  ; apps/api/src/executive/briefings/briefing.service.ts (windows ordered by time left); apps/api/src/executive/agents/agent ; migrations/0044 (room membership); test/int/phase6-briefings.test.ts:38-168
