id,volume,chapter,page,clause,family_seed,capability_area,impl_status,verif_status,release_status,phase_origin,package,evidence,remaining_work,notes,source_ref,evidence_scope,cap_alias
L10-I02,V3,18 Executive Operating System,46,"MaterialChangeRaised Domain event Routes change to accountable roles based on consequence, confidence, urgency, and attention policy.",V03-F011,executive-os,missing,unverified,none,omission,P6,,No MaterialChangeRaised routing (no attention policy or notification),Volume 4 App C assigns payload/protocol; see v04.csv L10-I02,v03.txt:page 46:L1647-L1673,,
L10-I03,V3,18 Executive Operating System,46,"ReviewConvened Workflow event Opens a governed review around a declared objective, decision, scenario, commitment, or outcome.",V03-F011,executive-os,implemented,passed:harness,branch-only,phase6,done,apps/api/src/executive/rooms/room.service.ts:24-38; migrations/0044:61 (room_events); test/int/phase6-briefings.test.ts,,Volume 4 App C assigns payload/protocol; see v04.csv L10-I03,v03.txt:page 46:L1649-L1673,branch+test,
L10-I04,V3,18 Executive Operating System,46,"ExecutiveAction Requested Human command Requests analysis, scenario, simulation, decision, delegation, suppression, or follow-up.",V03-F011,executive-os,partial,passed:harness,branch-only,phase6,P6,apps/api/src/executive/executive.controller.ts; apps/api/src/executive/agents/agents.service.ts; migrations/0046:16 (agent_runs); test/int/phase6-agents.test.ts:52-224,"Analysis requests run the three fixed agents; no delegation, suppression or follow-up request types",Volume 4 App C assigns payload/protocol; see v04.csv L10-I04,v03.txt:page 46:L1652-L1673,branch+test,
L10-I05,V3,18 Executive Operating System,46,"AttentionPolicyChanged Governance event Versions materiality, escalation, suppression, and notification rules.",V03-F011,executive-os,missing,unverified,none,omission,P6,,No attention/materiality policy object to version,Volume 4 App C assigns payload/protocol; see v04.csv L10-I05,v03.txt:page 46:L1654-L1673,,
SRC,V3,7 Canonical Intelligence Object Model / App B,109,"SRC Source Contract Observation Authority, rights, purpose, schema, latency, quality, authenticity, correction behavior, and ownership for a source.",V03-F003,observation,implemented,passed:harness,branch-only,phase1,P1,migrations/0022:743-1003; migrations/0028:20+; apps/api/src/observation/sources/source-contract.ts:242; test/int/phase1-acceptance.test.ts,Credential binding and authenticity fields unrealised,Object code from Appendix B (Chapter 7 lists the first twelve) | release_status merged → branch-only from the evidence at 2e83945,v03.txt:page 109:L4004-L4054,branch+main+test,
OBS,V3,7 Canonical Intelligence Object Model / App B,109,OBS Observation Record Observation An immutable record that a source produced content or state at a specific observation time.,V03-F003,observation,implemented,passed:harness,merged,phase1,done,migrations/0022 (observations/attempts :322-347); apps/api/src/observation/acquisition/lifecycle.service.ts; test/int/phase1-acceptance.test.ts,,Object code from Appendix B (Chapter 7 lists the first twelve),v03.txt:page 109:L4006-L4054,main+test,
EVD,V3,7 Canonical Intelligence Object Model / App B,109,"EVD Evidence Object Observation / Intelligence Preserved source material plus chain of custody, transformations, classification, quality, and coverage context.",V03-F003,observation,implemented,passed:harness,merged,phase1,P1,"migrations/0022:360-415 (blob_manifests, custody); apps/api/src/observation/vault/evidence.service.ts; test/int/phase1-acceptance.test.ts",Coverage context and transformation list on the object are partial; retention state not enforced,Object code from Appendix B (Chapter 7 lists the first twelve),v03.txt:page 109:L4009-L4054,main+test,
CLM,V3,7 Canonical Intelligence Object Model / App B,109,"CLM Claim Intelligence A source-attributed assertion with truth state, confidence, temporal scope, and supporting or contradicting evidence.",V03-F004,intelligence,implemented,passed:harness,merged,phase2,P2,"migrations/0023:286-323 (claim_lineage); apps/api/src/intelligence/extraction/extraction.service.ts:339; packages/contracts/src/truth-state.ts; test/int/phase2-acceptance.test.ts:363,478",contradiction_refs/corroboration_refs always empty,Object code from Appendix B (Chapter 7 lists the first twelve),v03.txt:page 109:L4012-L4054,main+test,
EVT,V3,7 Canonical Intelligence Object Model / App B,109,"EVT Event Intelligence A temporally scoped occurrence connected to actors, locations, assets, mechanisms, and evidence.",V03-F004,intelligence,missing,unverified,none,omission,P2,,No Event object family (temporally scoped occurrence with actors/locations/assets),Object code from Appendix B (Chapter 7 lists the first twelve),v03.txt:page 109:L4014-L4054,,
ENT,V3,7 Canonical Intelligence Object Model / App B,109,"ENT Entity Knowledge Graph A governed identity representing a company, country, person, product, technology, market, asset, objective, or other canonical thing.",V03-F005,memory-graph,implemented,passed:harness,merged,phase3,done,"migrations/0024:109-190 (entity_events, entities_current, identifiers); apps/api/src/graph/entities/entities.service.ts; test/int/phase3-acceptance.test.ts:377",,Object code from Appendix B (Chapter 7 lists the first twelve),v03.txt:page 109:L4017-L4054,main+test,
REL,V3,7 Canonical Intelligence Object Model / App B,109,"REL Relationship Knowledge Graph A typed, temporal, provenance-bearing connection between governed entities or intelligence objects.",V03-F005,memory-graph,implemented,passed:harness,merged,phase3,done,"migrations/0024:385-403 (edges with valid/system time, provenance); apps/api/src/graph/edges/edges.service.ts; test/int/phase3-acceptance.test.ts:503,839",,Object code from Appendix B (Chapter 7 lists the first twelve),v03.txt:page 109:L4020-L4054,main+test,
ASM,V3,7 Canonical Intelligence Object Model / App B,109,"ASM Assessment Intelligence A versioned analytical judgment that separates evidence, method, uncertainty, dissent, and accountable author.",V03-F004,intelligence,missing,unverified,none,omission,P2,,"No Assessment object (versioned human analytical judgment with method, dissent, accountable author); review decisions (0023:329) are not assessments",Object code from Appendix B (Chapter 7 lists the first twelve),v03.txt:page 109:L4022-L4054,,
MEM,V3,7 Canonical Intelligence Object Model / App B,109,"MEM Memory Entry Enterprise Memory A durable, permission-aware, versioned organizational record with retention and correction semantics.",V03-F005,memory-graph,partial,unverified,merged,phase0,P3,migrations/0006_objects.sql (canonical object header/versions); apps/api/src/objects/objects.service.ts,Canonical objects are versioned and permission-aware but carry no retention semantics (retention_profile unenforced),Object code from Appendix B (Chapter 7 lists the first twelve) | passed:harness lacked a resolved test/CI pointer → unverified,v03.txt:page 109:L4024-L4054,main,
GRV,V3,7 Canonical Intelligence Object Model / App B,109,"GRV Graph Revision Knowledge Graph An atomic, validated set of node, edge, ontology, provenance, and temporal changes.",V03-F005,memory-graph,missing,unverified,none,omission,P3,,No atomic Graph Revision object; edges/entities commit individually,Object code from Appendix B (Chapter 7 lists the first twelve),v03.txt:page 109:L4026-L4054,,
OBJ,V3,7 Canonical Intelligence Object Model / App B,109,"OBJ Objective Strategy Graph A governed strategic intent with owner, horizon, measures, constraints, dependencies, and review cadence.",V03-F005,memory-graph,implemented,passed:harness,merged,phase3,P3,migrations/0024:458-508 (strategy_current OBJ); apps/api/src/graph/strategy/strategy.service.ts; apps/web/app/graph/strategy; test/int/phase3-acceptance.test.ts:902,"Horizon, measures, constraints and review cadence fields not modelled on OBJ",Object code from Appendix B (Chapter 7 lists the first twelve),v03.txt:page 109:L4028-L4054,main+test,
RSK,V3,7 Canonical Intelligence Object Model / App B,109,"RSK Risk / Opportunity Strategy Graph A symmetric strategic exposure connected to drivers, affected objectives, scenarios, responses, and owners.",V03-F005,memory-graph,missing,unverified,none,omission,P4,,"No Risk/Opportunity object in the Strategy Graph (only OBJ|ASU|DEC|CMT|OUT, migrations/0024:483)",Object code from Appendix B (Chapter 7 lists the first twelve),v03.txt:page 109:L4030-L4054,,
TWN,V3,7 Canonical Intelligence Object Model / App B,109,"TWN Twin Snapshot Digital Twins A versioned state of a declared system boundary, grounded in evidence, graph identity, models, assumptions, and validity.",V03-F006,twin-simulation,implemented,passed:harness,branch-only,phase5,done,"migrations/0032:126-221 (twin_versions, state_elements); apps/api/src/twin/twins/twin.service.ts; test/int/phase5-twins.test.ts",,Object code from Appendix B (Chapter 7 lists the first twelve),v03.txt:page 109:L4032-L4054,branch+test,
FCT,V3,7 Canonical Intelligence Object Model / App B,109,"FCT Forecast Package Prediction A horizon-specific probability distribution with drivers, calibration, sensitivity, model lineage, and failure conditions.",V03-F007,prediction,implemented,passed:harness,branch-only,phase4,P4,"migrations/0029:102-149; apps/api/src/prediction/forecasting/forecasting.service.ts:213-228; test/int/phase4-acceptance.test.ts:487,505",No per-forecast calibration record; single driver; failure conditions limited to refusal states,Object code from Appendix B (Chapter 7 lists the first twelve),v03.txt:page 109:L4034-L4054,branch+test,
SCN,V3,7 Canonical Intelligence Object Model / App B,109,"SCN Scenario Branch Scenario A coherent future branch with baseline, assumptions, actors, drivers, indicators, interventions, impacts, and review state.",V03-F008,prediction,implemented,passed:harness,branch-only,phase4,P4,migrations/0029:238-353; apps/api/src/prediction/scenarios/scenarios.service.ts; test/int/phase4-acceptance.test.ts:573,No actors/drivers/interventions/impacts on the branch object,Object code from Appendix B (Chapter 7 lists the first twelve),v03.txt:page 109:L4036-L4054,branch+test,
SIM,V3,7 Canonical Intelligence Object Model / App B,109,"SIM Simulation Run Simulation A reproducible experiment with initial state, model and twin versions, constraints, seeds, interventions, outputs, and sensitivity.",V03-F009,twin-simulation,implemented,passed:harness,branch-only,phase5,done,migrations/0033:47-148; apps/api/src/twin/simulations/simulation.service.ts; test/int/phase5-simulations.test.ts:81-225,,Object code from Appendix B (Chapter 7 lists the first twelve),v03.txt:page 109:L4038-L4054,branch+test,
DEC,V3,7 Canonical Intelligence Object Model / App B,109,"DEC Decision Package Decision A complete choice environment containing objectives, options, evidence, forecasts, scenarios, simulations, uncertainty, dissent, approvals, and monitoring.",V03-F010,decision,implemented,passed:harness,branch-only,phase6,P6,migrations/0041:65-242; apps/api/src/decision/packages/package.service.ts; test/int/phase6-decisions.test.ts,Forecast/scenario binding and evaluated constraints missing from the package,Object code from Appendix B (Chapter 7 lists the first twelve),v03.txt:page 109:L4041-L4054,branch+test,
CMT,V3,7 Canonical Intelligence Object Model / App B,109,"CMT Commitment Decision / Executive An approved institutional promise with owner, resources, obligations, execution state, indicators, review dates, and closure criteria.",V03-F010,decision,implemented,passed:harness,branch-only,phase6,P6,"migrations/0043:33 (commit_package); migrations/0024:483 (CMT strategy object); test/int/phase6-approvals.test.ts:141,154","Resources, milestones, execution state and closure criteria not modelled",Object code from Appendix B (Chapter 7 lists the first twelve),v03.txt:page 109:L4044-L4054,branch+main+test,
OUT,V3,7 Canonical Intelligence Object Model / App B,109,"OUT Outcome Record Executive / Learning Observed consequences of an approved decision, linked to actions, context, later evidence, and evaluation.",V03-F011,executive-os,implemented,passed:harness,branch-only,phase6,done,migrations/0045:42 (decision.outcomes); migrations/0050 §1 (record_outcome); migrations/0024:483 (OUT); test/int/phase6-monitoring.test.ts,,Object code from Appendix B (Chapter 7 lists the first twelve),v03.txt:page 109:L4046-L4054,branch+main+test,
LES,V3,7 Canonical Intelligence Object Model / App B,109,"LES Lesson Proposal Learning A proposed, evidence-backed change to institutional memory, model, policy, workflow, ontology, or practice pending governance.",V03-F014,learning-evaluation,missing,unverified,none,phase7,P7-B,,"No Lesson Proposal object; close_package (0045:221) stores lessons as free text (""Nothing learns."", agents.service.ts:14)",Object code from Appendix B (Chapter 7 lists the first twelve),v03.txt:page 109:L4048-L4054,,
